distrito,agrupacion,candidato,categoria
Entre Ríos,UNION CIVICA RADICAL,"5 - Romero, Maria Elena",Diputados Nacionales
Formosa,DEL OBRERO,"1 - Servin, Carlos Fabian",Diputados Nacionales
Formosa,DEL OBRERO,"2 - Coronel, Natalia Soledad",Diputados Nacionales
Formosa,FRENTE AMPLIO FORMOSEÑO,"1 - Buryaile, Ricardo",Diputados Nacionales
Formosa,FRENTE AMPLIO FORMOSEÑO,"2 - Dure, Lucila Beatriz",Diputados Nacionales
Formosa,FRENTE PARA LA VICTORIA,"1 - Diaz Roig, Juan Carlos ""Juancho""",Diputados Nacionales
Formosa,FRENTE PARA LA VICTORIA,"2 - Heinzenreder, Analia Aidee",Diputados Nacionales
Jujuy,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES, LISTA:","1 - Vilca, Alejandro Ariel",Diputados Nacionales
Jujuy,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES, LISTA:","2 - Mendez Torrez, Victoria",Diputados Nacionales
Jujuy,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES, LISTA:","3 - Egues, Silvio Norberto",Diputados Nacionales
Jujuy,"FRENTE JUJEÑO, LISTA:","1 - Fiad, Mario Raymundo",Diputados Nacionales
Jujuy,"FRENTE JUJEÑO, LISTA:","2 - Burgos, Maria Gabriela",Diputados Nacionales
Jujuy,"FRENTE JUJEÑO, LISTA:","3 - Such, Gustavo Antonio",Diputados Nacionales
Jujuy,"FRENTE PARA LA VICTORIA, LISTA:","1 - Tentor, Hector Olindo",Diputados Nacionales
Jujuy,"FRENTE PARA LA VICTORIA, LISTA:","2 - Sadir, Silvina Cristina",Diputados Nacionales
Jujuy,"FRENTE PARA LA VICTORIA, LISTA:","3 - Cardozo Traillou, Juan Miguel",Diputados Nacionales
Jujuy,"FRENTE PRIMERO JUJUY, LISTA:","1 - Calsina, Elba Cecilia Isolda",Diputados Nacionales
Jujuy,"FRENTE PRIMERO JUJUY, LISTA:","2 - Snopek, Alejandro Francisco",Diputados Nacionales
Jujuy,"FRENTE PRIMERO JUJUY, LISTA:","3 - Guzman, Ricardo Guillermo",Diputados Nacionales
Jujuy,"FRENTE UNION PRO , LISTA:","1 - Pubzolu, Dago Alberto Justo",Diputados Nacionales
Jujuy,"FRENTE UNION PRO , LISTA:","2 - Arce, Maria De Los Angeles",Diputados Nacionales
Jujuy,"FRENTE UNION PRO , LISTA:","3 - Martinez Brajer, Maria Lorena",Diputados Nacionales
Jujuy,"NUEVA IZQUIERDA, LISTA:","1 - Rivero, Betina Amelia",Diputados Nacionales
Jujuy,"NUEVA IZQUIERDA, LISTA:","2 - Sanchez, Abel Rene",Diputados Nacionales
Jujuy,"NUEVA IZQUIERDA, LISTA:","3 - Ortega, Martha",Diputados Nacionales
Jujuy,"POR UN PUEBLO UNIDO, LISTA:","1 - Santillan, Luciana",Diputados Nacionales
Jujuy,"POR UN PUEBLO UNIDO, LISTA:","2 - Arroyo, Gabriela Adriana",Diputados Nacionales
Jujuy,"POR UN PUEBLO UNIDO, LISTA:","3 - Balcarce, Rafael Edmundo",Diputados Nacionales
La Pampa,DE LOS TRABAJADORES SOCIALISTAS,"1 - Lupardo, Claudia Eugenia",Diputados Nacionales
La Pampa,DE LOS TRABAJADORES SOCIALISTAS,"2 - Filippa, Victor Esteban",Diputados Nacionales
La Pampa,DE LOS TRABAJADORES SOCIALISTAS,"3 - Pumilla, Juan Salvador",Diputados Nacionales
La Pampa,FRENTE PAMPEANO CIVICO Y SOCIAL,"1 - Torroba, Francisco",Diputados Nacionales
La Pampa,FRENTE PAMPEANO CIVICO Y SOCIAL,"2 - Testa, Patricia",Diputados Nacionales
La Pampa,FRENTE PAMPEANO CIVICO Y SOCIAL,"3 - Berhongaray, Martin Antonio",Diputados Nacionales
La Pampa,FRENTE PROPUESTA FEDERAL,"1 - Mac Allister, Carlos Javier",Diputados Nacionales
La Pampa,FRENTE PROPUESTA FEDERAL,"2 - Leher, Adriana Beatriz",Diputados Nacionales
La Pampa,FRENTE PROPUESTA FEDERAL,"3 - Maquieyra, Martin",Diputados Nacionales
La Pampa,HUMANISTA,"1 - Costabel, Roberto Federico",Diputados Nacionales
La Pampa,HUMANISTA,"2 - Maggio, Daniela Lis",Diputados Nacionales
La Pampa,HUMANISTA,"3 - Andrada, Alejandro Ruben",Diputados Nacionales
La Pampa,JUSTICIALISTA,"1 - Fernandez Mendia, Gustavo Rodolfo",Diputados Nacionales
La Pampa,JUSTICIALISTA,"2 - Leduc, Veronica Andrea",Diputados Nacionales
La Pampa,JUSTICIALISTA,"3 - Marin, Espartaco",Diputados Nacionales
La Pampa,PUEBLO NUEVO,"1 - Hernandez, Dario Omar",Diputados Nacionales
La Pampa,PUEBLO NUEVO,"2 - Giraldez, Marisa Tamara",Diputados Nacionales
La Pampa,PUEBLO NUEVO,"3 - Siage, Diego Mauricio",Diputados Nacionales
La Rioja,COMPROMISO FEDERAL,"1 - Santader, Carlos Alberto",Diputados Nacionales
La Rioja,COMPROMISO FEDERAL,"2 - Rippa, Liliana",Diputados Nacionales
La Rioja,FRENTE NUEVO PACTO FE-DERAL,"1 - Yoma, Jorge Raul",Diputados Nacionales
La Rioja,FRENTE NUEVO PACTO FE-DERAL,"2 - Diaz Bazan, Judit Marisa",Diputados Nacionales
La Rioja,FRENTE PARA LA VICTORIA,"1 - Madera, Teresita Leonor",Diputados Nacionales
La Rioja,FRENTE PARA LA VICTORIA,"2 - Alvarez, Diego Felipe",Diputados Nacionales
La Rioja,FUERZA CIVICA RIOJANA,"1 - Martinez, Julio Cesar",Diputados Nacionales
La Rioja,FUERZA CIVICA RIOJANA,"2 - Vega, Maria Clara Del Valle",Diputados Nacionales
La Rioja,IZQUIERDA POR UNA OPCION SOCIALISTA,"1 - Pavon, Horacio",Diputados Nacionales
La Rioja,IZQUIERDA POR UNA OPCION SOCIALISTA,"2 - Goyochea, Ana Carolina Del Carmen",Diputados Nacionales
Mendoza,COMPROMISO FEDERAL,"1 - Cassia, Eduardo Daniel",Diputados Nacionales
Mendoza,COMPROMISO FEDERAL,"2 - Amaya Blasco, Rosa Aurora",Diputados Nacionales
Mendoza,COMPROMISO FEDERAL,"3 - Rasjido, Jose Joaquin",Diputados Nacionales
Mendoza,COMPROMISO FEDERAL,"4 - Rumbo, Martin Enrique",Diputados Nacionales
Mendoza,COMPROMISO FEDERAL,"5 - Fernandez, Elsa Beatriz",Diputados Nacionales
Mendoza,FEDERAL,"1 - Iglesias Gil, Roberto Raul",Diputados Nacionales
Mendoza,FEDERAL,"2 - Juri Flores, Mariana",Diputados Nacionales
Mendoza,FEDERAL,"3 - Fayad Kugener, Victor Manuel Federico",Diputados Nacionales
Mendoza,FEDERAL,"4 - Weintraub Barg, Alejandra Claudia",Diputados Nacionales
Mendoza,FEDERAL,"5 - Innocente, Adolgo Fausto",Diputados Nacionales
Mendoza,FRENTE AMPLIO PROGRESISTA - COALICION CIVICA ARI,"1 - Montbrun, Alberto Salomon",Diputados Nacionales
Mendoza,FRENTE AMPLIO PROGRESISTA - COALICION CIVICA ARI,"2 - Santarelli, Alicia Fanny",Diputados Nacionales
Mendoza,FRENTE AMPLIO PROGRESISTA - COALICION CIVICA ARI,"3 - Gutierrez, Gustavo Eduardo",Diputados Nacionales
Mendoza,FRENTE AMPLIO PROGRESISTA - COALICION CIVICA ARI,"4 - Guereño, Patricia Del Carmen",Diputados Nacionales
Mendoza,FRENTE AMPLIO PROGRESISTA - COALICION CIVICA ARI,"5 - Dicalbo, Rita Patricia",Diputados Nacionales
Mendoza,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Del Caño, Nicolas",Diputados Nacionales
Mendoza,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Sosa Capurro, Victoria Soledad",Diputados Nacionales
Mendoza,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"3 - Escobar, Alejandro Manuel",Diputados Nacionales
Mendoza,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"4 - Chapochnikoff, Alberto",Diputados Nacionales
Mendoza,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"5 - Defilippi, Carolina Virginia",Diputados Nacionales
Mendoza,FRENTE PARA LA VICTORIA,"1 - Abraham, Alejandro",Diputados Nacionales
Mendoza,FRENTE PARA LA VICTORIA,"2 - Chafi, Felix Omar",Diputados Nacionales
Mendoza,FRENTE PARA LA VICTORIA,"3 - Musatto, Tatiana Carola",Diputados Nacionales
Mendoza,FRENTE PARA LA VICTORIA,"4 - Ejarque, German Miguel",Diputados Nacionales
Mendoza,FRENTE PARA LA VICTORIA,"5 - Ronda, Romina Laura",Diputados Nacionales
Mendoza,UNION CIVICA RADICAL,"1 - Cobos, Julio Cesar Cleto",Diputados Nacionales
Mendoza,UNION CIVICA RADICAL,"2 - Gimenez, Patricia Viviana",Diputados Nacionales
Mendoza,UNION CIVICA RADICAL,"3 - Petri, Luis Alfonso",Diputados Nacionales
Mendoza,UNION CIVICA RADICAL,"4 - Cousinet, Graciela",Diputados Nacionales
Mendoza,UNION CIVICA RADICAL,"5 - Laferte Sanabria, Jesica Concepcion",Diputados Nacionales
Mendoza,UNION PD-PRO,"1 - Rosales, Luis Alberto",Diputados Nacionales
Mendoza,UNION PD-PRO,"2 - Di Filipo, Nora",Diputados Nacionales
Mendoza,UNION PD-PRO,"3 - Aguinaga, Carlos Alfredo",Diputados Nacionales
Mendoza,UNION PD-PRO,"4 - Daract, Maria Victoria",Diputados Nacionales
Mendoza,UNION PD-PRO,"5 - Difonso Puchol, Eduardo Omar",Diputados Nacionales
Misiones,FRENTE PARA LA VICTORIA,"1 - Rios, Juan Carlos",Diputados Nacionales
Misiones,FRENTE PARA LA VICTORIA,"2 - Lopez Forastier, Carolina",Diputados Nacionales
Misiones,FRENTE PARA LA VICTORIA,"3 - Di Stefano, Daniel",Diputados Nacionales
Misiones,FRENTE RENOVADOR DE LA CONCORDIA,"1 - Ziegler , Alex Roberto",Diputados Nacionales
Misiones,FRENTE RENOVADOR DE LA CONCORDIA,"2 - Risko, Silvia Lucrecia",Diputados Nacionales
Misiones,FRENTE RENOVADOR DE LA CONCORDIA,"3 - Sevi, Isaac Humberto",Diputados Nacionales
Misiones,FRENTE UNIDOS,"1 - Puerta, Federico Ramon",Diputados Nacionales
Misiones,FRENTE UNIDOS,"2 - Krogulec, Paola",Diputados Nacionales
Misiones,FRENTE UNIDOS,"3 - Schiavoni, Humberto Luis Arturo",Diputados Nacionales
Misiones,PARTIDO SOCIALISTA,"1 - Fernandez Flores, Norma Edith",Diputados Nacionales
Misiones,PARTIDO SOCIALISTA,"2 - Auzmendi, Elba Noemi",Diputados Nacionales
Misiones,PARTIDO SOCIALISTA,"3 - Ferreyra, Mariana Yanina",Diputados Nacionales
Misiones,UNION CIVICA RADICAL,"1 - Pastori, Luis Mario",Diputados Nacionales
Misiones,UNION CIVICA RADICAL,"2 - Husulak, Antonia Irene",Diputados Nacionales
Misiones,UNION CIVICA RADICAL,"3 - Meili, Ricardo Omar",Diputados Nacionales
Neuquén,COMPROMISO CIVICO NEUQUINO,"1 - Inaudi, Marcelo",Senadores Nacionales
Neuquén,COMPROMISO CIVICO NEUQUINO,"1 - Etcheverry, Ruben",Diputados Nacionales
Neuquén,COMPROMISO CIVICO NEUQUINO,"2 - Rambeaud, Carolina",Senadores Nacionales
Neuquén,COMPROMISO CIVICO NEUQUINO,"2 - Lopez, Victoria",Diputados Nacionales
Neuquén,COMPROMISO CIVICO NEUQUINO,"3 - Yague, Linda",Diputados Nacionales
Neuquén,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Jure, Patricia",Senadores Nacionales
Neuquén,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Blanco, Andres ""Chaplin""",Diputados Nacionales
Neuquén,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Hormazabal, Natalia",Senadores Nacionales
Neuquén,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Aibar, Maria Del Valle",Diputados Nacionales
Neuquén,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"3 - Sanchez, Manuel",Diputados Nacionales
Neuquén,FRENTE PARA LA VICTORIA,"1 - Fuentes, Marcelo Jorge",Senadores Nacionales
Neuquén,FRENTE PARA LA VICTORIA,"1 - Parrilli, Nanci Maria Agustina",Diputados Nacionales
Neuquén,FRENTE PARA LA VICTORIA,"2 - Rioseco, Teresa",Senadores Nacionales
Neuquén,FRENTE PARA LA VICTORIA,"2 - Martinez, Norman Dario",Diputados Nacionales
Neuquén,FRENTE PARA LA VICTORIA,"3 - Reyes, Gabriel Victoriano",Diputados Nacionales
Neuquén,FRENTE PROGRESISTA SUR,"1 - Otton Araneda, Priscila Esther",Senadores Nacionales
Neuquén,FRENTE PROGRESISTA SUR,"1 - Barragan, Maria Alejandra",Diputados Nacionales
Neuquén,FRENTE PROGRESISTA SUR,"2 - Bello, Jose Adolfo",Senadores Nacionales
Neuquén,FRENTE PROGRESISTA SUR,"2 - Tiscornia, Luis Manuel",Diputados Nacionales
Neuquén,FRENTE PROGRESISTA SUR,"3 - Escobar, Marcela Beatriz",Diputados Nacionales
Neuquén,MOVIMIENTO LIBRES DEL SUR,"1 - Benitez, Eduardo",Senadores Nacionales
Neuquén,MOVIMIENTO LIBRES DEL SUR,"1 - Sanchez, Paula",Diputados Nacionales
Neuquén,MOVIMIENTO LIBRES DEL SUR,"2 - Amstein, Varleria",Senadores Nacionales
Neuquén,MOVIMIENTO LIBRES DEL SUR,"2 - Vidal, Alejandro",Diputados Nacionales
Neuquén,MOVIMIENTO LIBRES DEL SUR,"3 - Tortora, Daniel",Diputados Nacionales
Neuquén,MOVIMIENTO POPULAR NEUQUINO,"1 - Pereyra, Guillermo Juan",Senadores Nacionales
Neuquén,MOVIMIENTO POPULAR NEUQUINO,"1 - Villar Molina, Maria Ines",Diputados Nacionales
Neuquén,MOVIMIENTO POPULAR NEUQUINO,"2 - Crexel, Carmen Lucila",Senadores Nacionales
Neuquén,MOVIMIENTO POPULAR NEUQUINO,"2 - San Martin, Adrian",Diputados Nacionales
Neuquén,MOVIMIENTO POPULAR NEUQUINO,"3 - Sapag Aucar, Emiliano Luis",Diputados Nacionales
Neuquén,UNION DE LOS NEUQUINOS,"1 - Rosso, Andrea Silvana",Senadores Nacionales
Neuquén,UNION DE LOS NEUQUINOS,"1 - Baggio, Francisco ""Pancho""",Diputados Nacionales
Neuquén,UNION DE LOS NEUQUINOS,"2 - Peralta, Angel Miguel",Senadores Nacionales
Neuquén,UNION DE LOS NEUQUINOS,"2 - Andrian, Silvia Susana",Diputados Nacionales
Neuquén,UNION DE LOS NEUQUINOS,"3 - Hernandez, Daniel ""Manguerita""",Diputados Nacionales
Neuquén,UNION POPULAR,"1 - Romero, Gabriel Luis ""Tom""",Senadores Nacionales
Neuquén,UNION POPULAR,"1 - Bourdieu, Graciela Beatriz",Diputados Nacionales
Neuquén,UNION POPULAR,"2 - Esquivel Caliva, Fernanda Gabriela",Senadores Nacionales
Neuquén,UNION POPULAR,"2 - Huesa, Marta Isabel",Diputados Nacionales
Neuquén,UNION POPULAR,"3 - Noriega, Ramon Angel",Diputados Nacionales
Río Negro,FRENTE PARA LA VICTORIA,"1 - Pichetto, Miguel Angel",Senadores Nacionales
Río Negro,FRENTE PARA LA VICTORIA,"1 - Soria, Maria Emilia",Diputados Nacionales
Río Negro,FRENTE PARA LA VICTORIA,"2 - Garcia Larraburu, Silvina Marcela",Senadores Nacionales
Río Negro,FRENTE PARA LA VICTORIA,"2 - Bardeggia, Luis Maria",Diputados Nacionales
Río Negro,FRENTE PROGRESISTA,"1 - Odarda, Maria Magdalena",Senadores Nacionales
Río Negro,FRENTE PROGRESISTA,"1 - Alvarez, Mario Nestor",Diputados Nacionales
Río Negro,FRENTE PROGRESISTA,"2 - Rodriguez Duch, Dario Raul",Senadores Nacionales
Río Negro,FRENTE PROGRESISTA,"2 - Villena, Claudia Ceferina",Diputados Nacionales
Río Negro,OBRERO,"1 - Gonzalez Dardik, Norma Alicia",Senadores Nacionales
Río Negro,OBRERO,"1 - Quintillan, Amalia",Diputados Nacionales
Río Negro,OBRERO,"2 - Rivero, Hector Horacio",Senadores Nacionales
Río Negro,OBRERO,"2 - Sanchez, Rodolfo Daniel",Diputados Nacionales
Río Negro,UNION CIVICA RADICAL,"1 - Saiz, Miguel Angel",Senadores Nacionales
Río Negro,UNION CIVICA RADICAL,"1 - Lopez Asenia, Yasmin Andrea",Diputados Nacionales
Río Negro,UNION CIVICA RADICAL,"2 - Fluriach, Maria De Las Mercedes",Senadores Nacionales
Río Negro,UNION CIVICA RADICAL,"2 - Budumir, Marcos Alberto",Diputados Nacionales
Salta,DE LA VICTORIA,"1 - Leavy, Sergio Napoleon",Diputados Nacionales
Salta,DE LA VICTORIA,"2 - Navarro, Alejandra Beatriz",Diputados Nacionales
Salta,DE LA VICTORIA,"3 - Justiniano, Jaime",Diputados Nacionales
Salta,FRENTE PARA LA VICTORIA,"1 - Urtubey, Rodolfo Julio",Senadores Nacionales
Salta,FRENTE PARA LA VICTORIA,"2 - Fiore Viñuales, Maria Cristina Del Valle",Senadores Nacionales
Salta,FRENTE PLURAL,"1 - Posadas, Carlos Federico",Diputados Nacionales
Salta,FRENTE PLURAL,"2 - Carrizo, Sandra Violeta",Diputados Nacionales
Salta,FRENTE PLURAL,"3 - Gorbal Mitanos, Ruben Orlando",Diputados Nacionales
Salta,FRENTE POPULAR SALTEÑO,"1 - Romero, Juan Carlos",Senadores Nacionales
Salta,FRENTE POPULAR SALTEÑO,"1 - Durand Cornejo, Guillermo",Diputados Nacionales
Salta,FRENTE POPULAR SALTEÑO,"2 - Escudero, Sonia Margarita",Senadores Nacionales
Salta,FRENTE POPULAR SALTEÑO,"2 - Sansone Leavy, Maria Teresita",Diputados Nacionales
Salta,FRENTE POPULAR SALTEÑO,"3 - Montoya, Jorge Nelson",Diputados Nacionales
Salta,JUSTICIALISTA,"1 - Isa, Evita Nelida",Diputados Nacionales
Salta,JUSTICIALISTA,"2 - Dantur, Gustavo Bernardo",Diputados Nacionales
Salta,JUSTICIALISTA,"3 - Marinaro Rodo, Angel Francisco",Diputados Nacionales
Salta,MEMORIA Y MOVILIZACION SOCIAL,"1 - Viel, Pablo Cesar",Diputados Nacionales
Salta,MEMORIA Y MOVILIZACION SOCIAL,"2 - Corvalan, Norma Beatriz",Diputados Nacionales
Salta,MEMORIA Y MOVILIZACION SOCIAL,"3 - Aragon, Ramiro",Diputados Nacionales
Salta,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,"1 - Ibarra, Jose Antonio",Diputados Nacionales
Salta,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,"2 - Fernandez, Rossana Miriam",Diputados Nacionales
Salta,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,"3 - Agüero, Victor Rene",Diputados Nacionales
Salta,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"1 - Zacarias, Rodolfo Miguel",Senadores Nacionales
Salta,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"1 - Gomez, Cecilia",Diputados Nacionales
Salta,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"2 - Diaz, Monica Silvana",Senadores Nacionales
Salta,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"2 - Nieva, Juan Narciso",Diputados Nacionales
Salta,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"3 - Santillan, Carlos Humberto",Diputados Nacionales
Salta,OBRERO,"1 - Foffani, Cristina Ines",Senadores Nacionales
Salta,OBRERO,"1 - Lopez, Pablo Sebastian",Diputados Nacionales
Salta,OBRERO,"2 - Torres, Pastor Ruben",Senadores Nacionales
Salta,OBRERO,"2 - Martin, Marta Sofia",Diputados Nacionales
Salta,OBRERO,"3 - Duran, Mariano Emanuel",Diputados Nacionales
Salta,RENOVADOR DE SALTA,"1 - Costas Zottos, Miguel Andres",Senadores Nacionales
Salta,RENOVADOR DE SALTA,"1 - Gramaglia, Roberto Enrique",Diputados Nacionales
Salta,RENOVADOR DE SALTA,"2 - Gallo Barrantes, Maria Teresa",Senadores Nacionales
Salta,RENOVADOR DE SALTA,"2 - Ceballos, Fani Azucena",Diputados Nacionales
Salta,RENOVADOR DE SALTA,"3 - Gauffin, Jose Miguel",Diputados Nacionales
Salta,SALTA SOMOS TODOS,"1 - Olmedo, Alfredo Horacio",Senadores Nacionales
Salta,SALTA SOMOS TODOS,"1 - Singh Kaur, Bibiana Yasbel",Diputados Nacionales
Salta,SALTA SOMOS TODOS,"2 - Riquelme, Teodora Ramona",Senadores Nacionales
Salta,SALTA SOMOS TODOS,"2 - Zapata, Carlos Raul",Diputados Nacionales
Salta,SALTA SOMOS TODOS,"3 - Celeste, Roxana Elizabeth",Diputados Nacionales
Salta,UNION POR LA REPUBLICA - FRENTE POR LA JUSTICIA,"1 - Biella Calvet, Bernardo Jose",Senadores Nacionales
Salta,UNION POR LA REPUBLICA - FRENTE POR LA JUSTICIA,"1 - Vargas, Claudia Silvina",Diputados Nacionales
Salta,UNION POR LA REPUBLICA - FRENTE POR LA JUSTICIA,"2 - Cornejo, Virginia Maria",Senadores Nacionales
Salta,UNION POR LA REPUBLICA - FRENTE POR LA JUSTICIA,"2 - Morello, Carlos Fernando",Diputados Nacionales
Salta,UNION POR LA REPUBLICA - FRENTE POR LA JUSTICIA,"3 - Lopez, Virginia Del Valle",Diputados Nacionales
San Juan,ALIANZA COMPROMISO FEDERAL,"1 - Caceres Gimenez, Eduardo Augusto",Diputados Nacionales
San Juan,ALIANZA COMPROMISO FEDERAL,"2 - Martinazzo Ferrer, Maria Gimena",Diputados Nacionales
San Juan,ALIANZA COMPROMISO FEDERAL,"3 - Salinas Perez, Angel Eduardo",Diputados Nacionales
San Juan,ALIANZA FRENTE DEL PUEBLO,"1 - Agüero, Alberto Ignacio",Diputados Nacionales
San Juan,ALIANZA FRENTE DEL PUEBLO,"2 - Garrido, Maria Margarita",Diputados Nacionales
San Juan,ALIANZA FRENTE DEL PUEBLO,"3 - Valle, Vanesa Analia",Diputados Nacionales
San Juan,CRUZADA RENOVADORA,"1 - Avelin, Nancy Barbarita",Diputados Nacionales
San Juan,CRUZADA RENOVADORA,"2 - Arancibia, Marcelo Alberto",Diputados Nacionales
San Juan,CRUZADA RENOVADORA,"3 - Villanova, Gerardo Alejandro",Diputados Nacionales
San Juan,DIGNIDAD CIUDADANA,"1 - Sanchez, Alberto Manuel",Diputados Nacionales
San Juan,DIGNIDAD CIUDADANA,"2 - Pontoriero , Martha Sandra",Diputados Nacionales
San Juan,DIGNIDAD CIUDADANA,"3 - Marun Sanchez, Ricardo Javier",Diputados Nacionales
San Juan,FRENTE PARA LA VICTORIA,"1 - Tomas, Daniel Hector",Diputados Nacionales
San Juan,FRENTE PARA LA VICTORIA,"2 - Ferra, Margarita",Diputados Nacionales
San Juan,FRENTE PARA LA VICTORIA,"3 - Chanampa, Andres Horacio",Diputados Nacionales
San Juan,IZQUIERDA POR UNA OPCION SOCIALISTA,"1 - Cimino, Gloria Graciela",Diputados Nacionales
San Juan,IZQUIERDA POR UNA OPCION SOCIALISTA,"2 - Avila, Jorge Anselmo",Diputados Nacionales
San Juan,IZQUIERDA POR UNA OPCION SOCIALISTA,"3 - Flores , Angelica Josefina",Diputados Nacionales
San Juan,UNION CIVICA RADICAL,"1 - Dominguez, Hugo Javier",Diputados Nacionales
San Juan,UNION CIVICA RADICAL,"2 - Aracena Ruzycki, Marina",Diputados Nacionales
San Juan,UNION CIVICA RADICAL,"3 - Estevez Gil, Raul Antonio",Diputados Nacionales
San Luis,COMPROMISO FEDERAL,"1 - Arenas, Berta Hortensia",Diputados Nacionales
San Luis,COMPROMISO FEDERAL,"2 - Salino, Fernando Aldo",Diputados Nacionales
San Luis,COMPROMISO FEDERAL,"3 - Lusquiños, Luis Bernardo",Diputados Nacionales
San Luis,DEMOCRATA INDEPENDIENTE,"1 - Barbeito, Juan Cristobal",Diputados Nacionales
San Luis,DEMOCRATA INDEPENDIENTE,"2 - Perez, Nilda Beatriz Garcia",Diputados Nacionales
San Luis,DEMOCRATA INDEPENDIENTE,"3 - Bernardis, Raul Edi",Diputados Nacionales
San Luis,FRENTE PARA LA VICTORIA,"1 - Niño Piguillem, Cristian Pablo Marcelo",Diputados Nacionales
San Luis,FRENTE PARA LA VICTORIA,"2 - Ojeda, Maria Eva",Diputados Nacionales
San Luis,FRENTE PARA LA VICTORIA,"3 - Temoli, Gaston Enrique",Diputados Nacionales
San Luis,"FRENTE PROGRESISTA, CIVICO Y SOCIAL","1 - Riccardo, Jose Luis",Diputados Nacionales
San Luis,"FRENTE PROGRESISTA, CIVICO Y SOCIAL","2 - Tadey, Silvia Isabel",Diputados Nacionales
San Luis,"FRENTE PROGRESISTA, CIVICO Y SOCIAL","3 - Gerbesi, Graciela Mabel",Diputados Nacionales
Santa Cruz,FRENTE PARA LA VICTORIA,"1 - Gómez Bull, Mauricio Ricardo",Diputados Nacionales
Santa Cruz,FRENTE PARA LA VICTORIA,"2 - Urricelqui, Ana María",Diputados Nacionales
Santa Cruz,FRENTE PARA LA VICTORIA,"3 - Belloni, Héctor Javier",Diputados Nacionales
Santa Cruz,JUSTICIALISTA,"1 - Beroiza, Argentina Nieves",Diputados Nacionales
Santa Cruz,JUSTICIALISTA,"2 - Batarev, Juan Carlos",Diputados Nacionales
Santa Cruz,JUSTICIALISTA,"3 - Victoria, Alejandro Guillermo",Diputados Nacionales
Santa Cruz,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"1 - Poliak, Emilio Alejandro",Diputados Nacionales
Santa Cruz,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"2 - Rañil, Celia Isabel",Diputados Nacionales
Santa Cruz,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"3 - Rotman, Silvio Gabriel",Diputados Nacionales
Santa Cruz,OBRERO,"1 - Latini, Omar Daniel",Diputados Nacionales
Santa Cruz,OBRERO,"2 - Ramos, Elida Liliana",Diputados Nacionales
Santa Cruz,OBRERO,"3 - Valentin, Juan Manuel",Diputados Nacionales
Santa Cruz,UNION PARA VIVIR MEJOR,"1 - Costa, Eduardo Raúl",Diputados Nacionales
Santa Cruz,UNION PARA VIVIR MEJOR,"2 - Toledo, Susana María",Diputados Nacionales
Santa Cruz,UNION PARA VIVIR MEJOR,"3 - Gómez, Adela Margarita",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Crivaro, Octavio",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Remondino, Maria Silvia",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"3 - Sancevich, Sebastian",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"4 - Rodriguez, Cecilia",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"5 - Blanco, Carlos",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"6 - Hernandez, Oscar",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"7 - Bernasconi, Mariana",Diputados Nacionales
Santa Fe,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"8 - Vallejo, Pablo",Diputados Nacionales
